test_circle,prior_state_covariance 1,prior_state_covariance 2,prior_state_covariance 3,prior_state_covariance 4,prior_state_covariance 5,prior_state_covariance 6,prior_state_covariance 7,prior_state_covariance 8,prior_state_covariance 9,kalman_gain 1,kalman_gain 2,kalman_gain 3,measurement_covariance,normalized posterior_state_covariance 1,normalized posterior_state_covariance 2,normalized posterior_state_covariance 3,normalized posterior_state_covariance 4,normalized posterior_state_covariance 5,normalized posterior_state_covariance 6,normalized posterior_state_covariance 7,normalized posterior_state_covariance 8,normalized posterior_state_covariance 9,
801,1293,-1097,-5748,2892,-2453,-12855,3989011,447202,64544,2892,-2453,-12855,447202,1365,-95,-33,-95,-161,-92,-33,-92,284666,
802,1938,164,-5072,4334,368,-11342,3987834,447207,64544,4334,368,-11342,447207,1387,-53,-49,-53,-38,-81,-49,-81,284634,
803,1904,-35,-5797,4259,-80,-12963,3987825,447207,64544,4259,-80,-12963,447207,1408,-6,29,-6,14,-15,29,-15,284397,
804,1895,-135,-5298,4237,-303,-11847,3987100,447208,64544,4237,-303,-11847,447208,1409,26,23,26,-56,-39,23,-39,284608,
805,2118,-11,-5230,4737,-25,-11696,3986555,447205,64528,4737,-25,-11696,447205,1391,3,5,3,15,-5,5,-5,284682,
806,1628,190,-5363,3641,426,-11993,3986833,447206,64544,3641,426,-11993,447206,1390,23,-11,23,-7,12,-11,12,284701,
807,2159,146,-2559,4828,328,-5724,3988363,447206,64544,4828,328,-5724,447206,1343,-22,38,-22,0,17,38,17,284690,
808,2318,-212,-2552,5185,-475,-5706,3986633,447204,64544,5185,-475,-5706,447204,1323,19,119,19,4,-31,119,-31,284544,
809,1390,340,-5274,3108,760,-11793,3988332,447206,64528,3108,760,-11793,447206,1333,69,2,69,-40,19,2,19,284649,
810,1835,272,-5299,4104,610,-11851,3987113,447207,64528,4104,610,-11851,447207,1312,-179,26,-179,-399,62,26,62,284669,
811,1764,-128,-5242,3946,-288,-11723,3987302,447208,64528,3946,-288,-11723,447208,1384,-23,13,-23,53,6,13,6,284707,
812,1824,11,-5232,4079,25,-11699,3987129,447208,64528,4079,25,-11699,447208,1414,-2,4,-2,18,-3,4,-3,284691,
813,1871,-114,-5263,4183,-255,-11770,3987058,447208,64528,4183,-255,-11770,447208,1421,14,0,14,-92,2,0,2,284708,
814,2050,-502,-5352,4586,-1122,-11968,3987079,447207,64528,4586,-1122,-11968,447207,1340,180,27,180,-348,-55,27,-55,284700,
815,1792,122,-5233,4007,273,-11702,3987358,447208,64528,4007,273,-11702,447208,1391,41,0,41,24,3,0,3,284703,
816,1672,-233,-5053,3740,-521,-11299,3988269,447206,64528,3740,-521,-11299,447206,1401,-18,21,-18,-28,35,21,35,284678,
817,1796,-652,-5184,4016,-1459,-11593,3987355,447207,64528,4016,-1459,-11593,447207,1418,-19,7,-19,-258,18,7,18,284689,
818,1887,220,-5260,4220,492,-11763,3987846,447208,64528,4220,492,-11763,447208,1421,-29,2,-29,-186,3,2,3,284692,
819,2162,177,-5328,4836,397,-11914,3988071,447206,64528,4836,397,-11914,447206,1316,-64,20,-64,-4,9,20,9,284707,
820,1753,-136,-5491,3921,-305,-12280,3988253,447207,64528,3921,-305,-12280,447207,1393,-12,-3,-12,-8,-58,-3,-58,284516,
821,1765,-386,-5088,3947,-863,-11378,3986829,447207,64528,3947,-863,-11378,447207,1413,-20,8,-20,-94,39,8,39,284630,
822,1850,-38,-5294,4136,-85,-11838,3987805,447208,64528,4136,-85,-11838,447208,1421,-10,-6,-10,-5,-29,-6,-29,284645,
823,1902,222,-5188,4254,498,-11602,3987768,447208,64528,4254,498,-11602,447208,1421,-30,-14,-30,-163,-81,-14,-81,284669,
824,2004,449,-5220,4482,1005,-11672,3987833,447207,64528,4482,1005,-11672,447207,1403,-89,-14,-89,-258,-53,-14,-53,284699,
825,1807,0,-5303,4041,0,-11858,3987150,447207,64528,4041,0,-11858,447207,1282,-185,29,-185,-180,32,29,32,284704,
826,1876,-229,-5268,4196,-513,-11781,3987057,447207,64528,4196,-513,-11781,447207,1292,20,25,20,4,-6,25,-6,284694,
827,1398,572,-5421,3127,1279,-12122,3986834,447206,64528,3127,1279,-12122,447206,1320,129,-33,129,-223,76,-33,76,284686,
828,2099,-251,-5078,4694,-563,-11356,3988027,447205,64528,4694,-563,-11356,447205,1329,83,-53,83,-26,53,-53,53,284672,
829,1231,-112,-5513,2753,-250,-12329,3986397,447205,64528,2753,-250,-12329,447205,1290,-26,-58,-26,0,-4,-58,-4,284692,
830,1755,-5,-5334,3925,-12,-11928,3987273,447208,64528,3925,-12,-11928,447208,1385,-9,-26,-9,-53,-111,-26,-111,284501,
831,1886,-110,-5322,4218,-247,-11901,3987077,447208,64528,4218,-247,-11901,447208,1379,52,-1,52,-62,-28,-1,-28,284655,
832,2011,-495,-5347,4498,-1106,-11958,3987603,447207,64528,4498,-1106,-11958,447207,1347,160,19,160,-332,-51,19,-51,284688,
833,1860,373,-5311,4160,836,-11877,3987043,447207,64528,4160,836,-11877,447207,1393,-15,16,-15,-122,37,16,37,284681,
834,1530,117,-5202,3422,263,-11633,3988006,447204,64528,3422,263,-11633,447204,1392,7,9,7,14,4,9,4,284694,
835,1716,-23,-5333,3839,-52,-11926,3987370,447207,64528,3839,-52,-11926,447207,1378,-8,-24,-8,9,-7,-24,-7,284671,
836,1458,446,-5457,3261,998,-12203,3986413,447206,64528,3261,998,-12203,447206,1349,82,-34,82,-96,35,-34,35,284697,
837,1939,-533,-5720,4337,-1193,-12792,3987565,447205,64528,4337,-1193,-12792,447205,1397,43,11,43,-107,-93,11,-93,284618,
838,1772,38,-5183,3963,86,-11591,3987282,447208,64528,3963,86,-11591,447208,1406,7,16,7,18,-15,16,-15,284668,
839,1762,337,-5221,3941,755,-11676,3987612,447207,64512,3941,755,-11676,447207,1407,53,9,53,-198,-19,9,-19,284711,
840,1643,-1024,-5502,3674,-2289,-12303,3987790,447207,64528,3674,-2289,-12303,447207,1389,-177,-37,-177,-1002,-239,-37,-239,284656,
841,1638,-476,-5402,3664,-1064,-12079,3987767,447207,64512,3664,-1064,-12079,447207,1378,-99,-25,-99,-35,-67,-25,-67,284703,
842,1636,-1,-5445,3658,-2,-12176,3986594,447207,64512,3658,-2,-12176,447207,1346,8,-67,8,9,9,-67,9,284653,
843,1636,217,-5219,3660,485,-11672,3986160,447207,64512,3660,485,-11672,447207,1338,102,52,102,-144,-113,52,-113,284613,
844,1379,500,-5102,3085,1119,-11408,3985636,447204,64512,3085,1119,-11408,447204,1357,63,26,63,-27,-29,26,-29,284683,
845,1790,37,-5243,4003,83,-11724,3986552,447208,64512,4003,83,-11724,447208,1388,19,-21,19,6,12,-21,12,284649,
846,1868,-495,-5246,4177,-1107,-11731,3985680,447204,64512,4177,-1107,-11731,447204,1415,8,-6,8,-37,7,-6,7,284697,
847,1477,-183,-5406,3303,-410,-12088,3985596,447204,64512,3303,-410,-12088,447204,1394,-12,-11,-12,3,-4,-11,-4,284705,
848,1980,89,-5018,4429,199,-11222,3986296,447207,64512,4429,199,-11222,447207,1377,-23,-66,-23,12,-35,-66,-35,284606,
849,1612,-135,-5249,3605,-302,-11738,3987629,447206,64512,3605,-302,-11738,447206,1383,-20,-1,-20,0,3,-1,3,284680,
850,1927,-173,-5191,4309,-388,-11608,3986874,447207,64512,4309,-388,-11608,447207,1351,70,-41,70,-74,48,-41,48,284686,
851,1811,77,-5339,4050,172,-11940,3986857,447208,64512,4050,172,-11940,447208,1404,6,-10,6,-216,72,-10,72,284684,
852,1930,-501,-5632,4315,-1120,-12595,3985838,447205,64512,4315,-1120,-12595,447205,1419,14,4,14,-25,-36,4,-36,284681,
853,1501,-137,-4959,3356,-307,-11089,3986090,447206,64512,3356,-307,-11089,447206,1334,-39,92,-39,-8,36,92,36,284615,
854,1798,-49,-5144,4022,-111,-11503,3986834,447208,64512,4022,-111,-11503,447208,1376,-10,19,-10,25,6,19,6,284691,
855,1702,-267,-5362,3805,-599,-11991,3985894,447207,64512,3805,-599,-11991,447207,1384,-65,-21,-65,-126,-66,-21,-66,284679,
856,1673,-319,-5442,3741,-713,-12169,3985857,447207,64512,3741,-713,-12169,447207,1387,-58,-29,-58,-66,-53,-29,-53,284681,
857,1858,125,-5281,4155,280,-11809,3986632,447208,64512,4155,280,-11809,447208,1409,-56,-17,-56,-322,-70,-17,-70,284695,
858,1857,-41,-5350,4152,-93,-11963,3985859,447208,64512,4152,-93,-11963,447208,1421,-8,-5,-8,36,-11,-5,-11,284683,
859,2039,1130,-5927,4560,2526,-13253,3987528,447203,64512,4560,2526,-13253,447203,1420,-35,20,-35,-211,143,20,143,284604,
860,1926,-282,-5177,4307,-631,-11576,3986315,447208,64512,4307,-631,-11576,447208,1400,80,-17,80,-285,111,-17,111,284660,
861,1844,-126,-5306,4125,-283,-11865,3986098,447208,64512,4125,-283,-11865,447208,1419,6,-4,6,-47,12,-4,12,284705,
862,1823,29,-5305,4077,66,-11863,3986168,447208,64512,4077,66,-11863,447208,1400,29,-19,29,-16,25,-19,25,284695,
863,1838,-82,-5337,4110,-185,-11934,3986157,447207,64512,4110,-185,-11934,447207,1419,2,-6,2,-8,-3,-6,-3,284717,
864,1838,-82,-5337,4110,-185,-11934,3986157,447207,64512,4110,-185,-11934,447207,1419,2,-6,2,-8,-3,-6,-3,284717,
865,1745,211,-4942,3902,472,-11052,3986601,447207,64512,3902,472,-11052,447207,1416,13,38,13,-9,-71,38,-71,284572,
866,1760,652,-5086,3935,1458,-11373,3987090,447207,64512,3935,1458,-11373,447207,1415,56,23,56,-325,-76,23,-76,284640,
867,1858,19,-5261,4156,42,-11765,3986107,447208,64512,4156,42,-11765,447208,1345,53,35,53,11,-27,35,-27,284686,
868,1784,46,-5227,3990,103,-11690,3985875,447208,64512,3990,103,-11690,447208,1376,24,-3,24,0,5,-3,5,284708,
869,1968,-344,-5430,4400,-770,-12142,3985434,447207,64512,4400,-770,-12142,447207,1396,44,15,44,-92,-41,15,-41,284708,
870,1856,-6,-5256,4150,-15,-11755,3986166,447208,64512,4150,-15,-11755,447208,1413,32,6,32,-112,-15,6,-15,284713,
871,1795,-173,-5393,4015,-388,-12060,3986395,447207,64512,4015,-388,-12060,447207,1414,-19,-14,-19,-40,-49,-14,-49,284677,
872,1886,3,-5318,4217,8,-11893,3986065,447208,64496,4217,8,-11893,447208,1377,-20,19,-20,7,0,19,0,284697,
873,2050,-300,-5332,4585,-672,-11923,3986634,447207,64512,4585,-672,-11923,447207,1309,102,36,102,-94,-32,36,-32,284699,
874,1678,141,-5260,3753,317,-11763,3986142,447207,64512,3753,317,-11763,447207,1325,98,-31,98,-84,50,-31,50,284683,
875,1917,620,-5049,4287,1387,-11291,3985379,447207,64496,4287,1387,-11291,447207,1380,-46,-39,-46,-222,-108,-39,-108,284643,
876,1788,215,-5312,3999,482,-11879,3986613,447207,64512,3999,482,-11879,447207,1411,0,-10,0,-12,-19,-10,-19,284690,
877,1732,122,-5294,3874,273,-11840,3986598,447208,64512,3874,273,-11840,447208,1368,68,-7,68,-76,3,-7,3,284718,
878,1830,374,-5326,4092,837,-11910,3985611,447208,64512,4092,837,-11910,447208,1409,7,-1,7,-212,30,-1,30,284722,
879,1577,-32,-5108,3528,-73,-11423,3985432,447207,64496,3528,-73,-11423,447207,1296,-20,104,-20,25,22,104,22,284640,
880,1739,-87,-5050,3890,-195,-11292,3985183,447208,64496,3890,-195,-11292,447208,1385,-11,41,-11,-8,33,41,33,284656,
881,1842,1,-5222,4118,3,-11678,3985856,447208,64496,4118,3,-11678,447208,1414,-2,12,-2,-770,-146,12,-146,284672,
882,1429,-43,-5262,3197,-97,-11766,3986371,447206,64496,3197,-97,-11766,447206,1155,-45,4,-45,68,-24,4,-24,284700,
883,1658,-668,-4989,3707,-1494,-11157,3986632,447206,64496,3707,-1494,-11157,447206,1346,0,0,0,-201,89,0,89,284652,
884,1893,-96,-5270,4233,-215,-11786,3985604,447207,64496,4233,-215,-11786,447207,1394,11,1,11,14,13,1,13,284705,
885,1822,164,-5235,4075,367,-11706,3985596,447208,64496,4075,367,-11706,447208,1412,26,6,26,-148,-36,6,-36,284704,
886,1801,-275,-5332,4027,-616,-11922,3985320,447207,64496,4027,-616,-11922,447207,1418,-19,0,-19,-91,-30,0,-30,284708,
887,1657,-126,-5194,3706,-283,-11614,3985653,447207,64496,3706,-283,-11614,447207,1365,-40,31,-40,-7,15,31,15,284696,
888,1778,-84,-5253,3976,-189,-11747,3985840,447208,64496,3976,-189,-11747,447208,1398,-17,0,-17,-1,-9,0,-9,284696,
889,1493,684,-5163,3339,1530,-11547,3984630,447206,64496,3339,1530,-11547,447206,1347,167,25,167,-380,-60,25,-60,284712,
890,1778,234,-5109,3975,523,-11425,3986151,447208,64496,3975,523,-11425,447208,1400,41,23,41,18,-52,23,-52,284656,
891,1809,-380,-5439,4045,-850,-12162,3985341,447207,64496,4045,-850,-12162,447207,1416,-21,-5,-21,-233,-125,-5,-125,284648,
892,1742,132,-5375,3896,296,-12020,3984375,447205,64496,3896,296,-12020,447205,1419,2,-3,2,22,-13,-3,-13,284674,
893,1863,-31,-5258,4166,-69,-11758,3985651,447208,64496,4166,-69,-11758,447208,1414,-45,24,-45,-197,110,24,110,284632,
894,1647,-506,-5478,3684,-1131,-12250,3984906,447207,64496,3684,-1131,-12250,447207,1393,-86,-28,-86,-156,-76,-28,-76,284648,
895,1774,-791,-5366,3968,-1769,-11999,3984199,447206,64496,3968,-1769,-11999,447206,1414,-38,-9,-38,-213,-30,-9,-30,284701,
896,1801,-194,-5242,4029,-434,-11722,3985854,447208,64496,4029,-434,-11722,447208,1410,-42,3,-42,-79,14,3,14,284691,
897,1909,82,-5436,4269,185,-12157,3984950,447207,64496,4269,185,-12157,447207,1418,-14,12,-14,-2,32,12,32,284667,
898,1903,-220,-5116,4257,-492,-11440,3984702,447206,64496,4257,-492,-11440,447206,1423,0,1,0,-6,22,1,22,284701,
899,1727,-143,-5317,3862,-320,-11890,3986138,447207,64496,3862,-320,-11890,447207,1391,-39,-11,-39,-34,-10,-11,-10,284711,
900,1742,-374,-5358,3897,-837,-11982,3984890,447207,64496,3897,-837,-11982,447207,1407,-37,-8,-37,-73,-22,-8,-22,284705,
901,2361,-875,-5488,5280,-1958,-12271,3986311,447205,64496,5280,-1958,-12271,447205,1314,159,39,159,-232,-65,39,-65,284680,
902,1498,-208,-5399,3350,-467,-12073,3984917,447207,64496,3350,-467,-12073,447207,1266,-166,-102,-166,-249,-189,-102,-189,284597,
903,1649,419,-5060,3689,937,-11316,3986050,447207,64496,3689,937,-11316,447207,1372,15,-1,15,-229,-201,-1,-201,284556,
904,1828,-12,-5291,4087,-27,-11831,3985569,447208,64496,4087,-27,-11831,447208,1410,-10,-8,-10,-181,-159,-8,-159,284600,
905,2176,-585,-5795,4866,-1310,-12959,3986649,447203,64496,4866,-1310,-12959,447203,1400,40,35,40,-45,-100,35,-100,284611,
906,1695,387,-5235,3792,865,-11706,3984843,447207,64496,3792,865,-11706,447207,1387,90,9,90,-175,-8,9,-8,284688,
907,1910,186,-5490,4271,417,-12276,3984686,447207,64496,4271,417,-12276,447207,1411,3,20,3,5,34,20,34,284629,
908,1909,-41,-5187,4269,-93,-11599,3985672,447208,64496,4269,-93,-11599,447208,1413,9,-7,9,0,19,-7,19,284668,
909,1949,422,-5197,4359,945,-11621,3984107,447206,64496,4359,945,-11621,447206,1420,-14,-4,-14,-64,-8,-4,-8,284704,
910,1793,616,-5425,4009,1379,-12131,3984919,447208,64496,4009,1379,-12131,447208,1411,111,-25,111,-937,199,-25,199,284668,
911,1873,181,-5138,4190,405,-11489,3985339,447208,64480,4190,405,-11489,447208,1423,17,-4,17,51,-32,-4,-32,284580,
912,1775,-11,-5133,3970,-25,-11478,3984450,447207,64496,3970,-25,-11478,447207,1415,0,15,0,14,0,15,0,284654,
913,1887,-149,-5362,4220,-335,-11991,3985379,447208,64480,4220,-335,-11991,447208,1421,26,22,26,-259,-186,22,-186,284563,
914,2125,-500,-5194,4752,-1118,-11615,3985825,447206,64480,4752,-1118,-11615,447206,1395,64,-1,64,-86,-14,-1,-14,284681,
915,1412,218,-5038,3158,487,-11266,3984147,447206,64480,3158,487,-11266,447206,1296,65,79,65,-3,-41,79,-41,284657,
916,1692,97,-5207,3783,218,-11644,3984911,447208,64480,3783,218,-11644,447208,1350,42,-8,42,-16,21,-8,21,284670,
917,1880,-129,-5120,4205,-289,-11450,3984404,447208,64480,4205,-289,-11450,447208,1371,75,-73,75,-125,146,-73,146,284549,
918,1842,99,-5470,4119,221,-12232,3985085,447208,64480,4119,221,-12232,447208,1411,9,-17,9,10,41,-17,41,284644,
919,1653,8,-5350,3697,18,-11964,3983698,447205,64480,3697,18,-11964,447205,1406,1,-8,1,12,7,-8,7,284684,
920,1885,-37,-5311,4216,-84,-11877,3984871,447208,64480,4216,-84,-11877,447208,1396,29,16,29,-23,-21,16,-21,284695,
921,1844,18,-5244,4125,41,-11728,3985167,447208,64480,4125,41,-11728,447208,1393,-99,-41,-99,-424,-203,-41,-203,284605,
922,1725,282,-5616,3858,631,-12559,3984131,447207,64480,3858,631,-12559,447207,1405,18,-39,18,-47,46,-39,46,284621,
923,2014,-436,-5194,4504,-975,-11615,3984642,447207,64480,4504,-975,-11615,447207,1327,236,-82,236,-533,171,-82,171,284621,
924,1831,109,-5265,4096,245,-11774,3984927,447208,64480,4096,245,-11774,447208,1392,47,-44,47,42,66,-44,66,284617,
925,1620,-1030,-4892,3624,-2304,-10939,3983958,447206,64480,3624,-2304,-10939,447206,1386,-142,49,-142,-728,320,49,320,284541,
926,1870,-159,-5213,4181,-356,-11657,3983895,447207,64480,4181,-356,-11657,447207,1416,-20,14,-20,75,49,14,49,284665,
927,1845,-44,-5278,4126,-100,-11803,3984930,447208,64480,4126,-100,-11803,447208,1419,-7,0,-7,13,3,0,3,284699,
928,1671,-173,-5306,3738,-388,-11865,3983963,447207,64480,3738,-388,-11865,447207,1391,-31,-4,-31,-18,-4,-4,-4,284709,
929,1860,183,-5435,4161,411,-12153,3984593,447208,64480,4161,411,-12153,447208,1416,-12,1,-12,-389,250,1,250,284557,
930,1820,3,-5287,4071,8,-11823,3984629,447208,64480,4071,8,-11823,447208,1369,37,-27,37,12,62,-27,62,284655,
931,1767,580,-5172,3952,1297,-11566,3985186,447207,64480,3952,1297,-11566,447207,1405,43,0,43,-298,-64,0,-64,284687,
932,1896,14,-5233,4241,32,-11702,3984595,447208,64480,4241,32,-11702,447208,1418,6,-2,6,36,-7,-2,-7,284706,
933,1815,311,-5251,4058,697,-11742,3985177,447207,64480,4058,697,-11742,447207,1420,28,1,28,-100,-11,1,-11,284691,
934,2031,-216,-4967,4543,-483,-11107,3985106,447207,64480,4543,-483,-11107,447207,1397,44,-49,44,-23,64,-49,64,284616,
935,2031,-216,-4967,4543,-483,-11107,3985106,447207,64480,4543,-483,-11107,447207,1397,44,-49,44,-23,64,-49,64,284616,
936,1862,35,-5329,4164,78,-11916,3984589,447208,64480,4164,78,-11916,447208,1411,3,-25,3,12,8,-25,8,284675,
937,1605,328,-5233,3588,734,-11703,3984364,447207,64480,3588,734,-11703,447207,1302,175,37,175,-234,-62,37,-62,284693,
938,1655,528,-5305,3700,1182,-11863,3983387,447205,64480,3700,1182,-11863,447205,1384,48,7,48,-21,3,7,3,284711,
939,2043,-69,-5453,4569,-155,-12195,3984593,447207,64480,4569,-155,-12195,447207,1300,59,84,59,-8,-35,84,-35,284649,
940,1869,104,-5242,4181,234,-11721,3984442,447207,64480,4181,234,-11721,447207,1369,0,47,0,6,6,47,6,284677,
941,1828,-22,-5232,4088,-49,-11701,3984204,447208,64480,4088,-49,-11701,447208,1346,45,60,45,-14,-33,60,-33,284678,
942,2000,-453,-4850,4473,-1014,-10845,3984618,447207,64480,4473,-1014,-10845,447207,1369,90,-37,90,-189,132,-37,132,284620,
943,1819,69,-5284,4068,154,-11816,3983962,447207,64480,4068,154,-11816,447207,1295,-18,-103,-18,18,-3,-103,-3,284609,
944,1934,-348,-5063,4325,-779,-11321,3984210,447207,64480,4325,-779,-11321,447207,1324,121,-155,121,-214,229,-155,229,284440,
945,1790,148,-5444,4003,332,-12173,3984196,447208,64480,4003,332,-12173,447208,1396,20,-43,20,24,29,-43,29,284612,
946,1860,24,-5331,4160,54,-11921,3983670,447208,64480,4160,54,-11921,447208,1418,2,-10,2,12,2,-10,2,284671,
947,1892,542,-5529,4231,1212,-12365,3982918,447207,64480,4231,1212,-12365,447207,1424,-3,-1,-3,-194,91,-1,91,284651,
948,1869,0,-5255,4181,0,-11752,3984105,447208,64480,4181,0,-11752,447208,1393,19,60,19,13,-23,60,-23,284595,
949,1871,26,-5144,4184,59,-11504,3983933,447208,64480,4184,59,-11504,447208,1416,0,12,0,3,-22,12,-22,284626,
950,1713,-43,-5278,3832,-96,-11802,3984187,447207,64464,3832,-96,-11802,447207,1321,-43,-16,-43,-8,-13,-16,-13,284687,
951,1900,-156,-5460,4249,-350,-12210,3984620,447207,64464,4249,-350,-12210,447207,1349,42,49,42,-34,-64,49,-64,284650,
952,1948,-250,-4770,4357,-560,-10666,3984923,447205,64464,4357,-560,-10666,447205,1398,19,-3,19,-15,32,-3,32,284625,
953,1624,-261,-5317,3631,-585,-11890,3983389,447207,64464,3631,-585,-11890,447207,1363,-73,-8,-73,-95,-6,-8,-6,284695,
954,1785,242,-5210,3992,542,-11650,3984192,447207,64464,3992,542,-11650,447207,1405,10,2,10,-138,-39,2,-39,284699,
955,1876,-128,-5222,4196,-286,-11678,3983670,447208,64464,4196,-286,-11678,447208,1420,9,0,9,-282,94,0,94,284678,
956,1776,32,-5238,3972,72,-11713,3983389,447208,64464,3972,72,-11713,447208,1351,15,43,15,36,6,43,6,284675,
957,1575,-208,-5020,3523,-466,-11226,3983172,447207,64464,3523,-466,-11226,447207,1341,-62,71,-62,-26,57,71,57,284655,
958,1759,-56,-5408,3933,-125,-12093,3983717,447208,64464,3933,-125,-12093,447208,1389,-11,-29,-11,11,-1,-29,-1,284476,
959,2049,-253,-5190,4581,-566,-11606,3983155,447207,64464,4581,-566,-11606,447207,1317,96,-55,96,-76,44,-55,44,284617,
960,1795,112,-5314,4014,252,-11884,3983876,447208,64464,4014,252,-11884,447208,1394,14,-14,14,13,0,-14,0,284677,
961,1802,-20,-5320,4030,-46,-11897,3983677,447208,64464,4030,-46,-11897,447208,1357,-83,-72,-83,-88,-94,-72,-94,284614,
962,1747,-53,-5389,3906,-118,-12051,3983962,447207,64464,3906,-118,-12051,447207,1220,11,118,11,15,-32,118,-32,284567,
963,1719,39,-5196,3845,87,-11619,3983967,447208,64464,3845,87,-11619,447208,1363,-4,51,-4,-4,45,51,45,284524,
964,1717,-251,-5188,3841,-563,-11601,3983441,447208,64464,3841,-563,-11601,447208,1375,-79,19,-79,-184,17,19,17,284650,
965,2021,130,-5459,4519,291,-12207,3984450,447207,64464,4519,291,-12207,447207,1379,-46,41,-46,-4,37,41,37,284654,
966,2150,-397,-5287,4807,-888,-11824,3983916,447206,64464,4807,-888,-11824,447206,1227,153,39,153,-128,-16,39,-16,284698,
967,2001,658,-5036,4475,1472,-11263,3983922,447206,64464,4475,1472,-11263,447206,1231,-180,-57,-180,-282,-106,-57,-106,284675,
968,1701,-151,-5324,3804,-337,-11907,3983242,447208,64464,3804,-337,-11907,447208,1356,-43,3,-43,14,9,3,9,284672,
969,1632,515,-5532,3651,1152,-12371,3984116,447207,64464,3651,1152,-12371,447207,1380,67,-33,67,-213,109,-33,109,284660,
970,1925,329,-5327,4306,735,-11912,3983387,447208,64464,4306,735,-11912,447208,1324,-202,-6,-202,-476,25,-6,25,284709,
971,2010,355,-4910,4495,793,-10980,3982684,447207,64464,4495,793,-10980,447207,1359,-115,-61,-115,-127,-130,-61,-130,284609,
972,1879,-71,-5311,4201,-160,-11877,3983136,447208,64464,4201,-160,-11877,447208,1385,-15,-37,-15,23,-20,-37,-20,284663,
973,1844,-3,-5304,4125,-8,-11860,3982968,447208,64464,4125,-8,-11860,447208,1406,2,2,2,8,-11,2,-11,284673,
974,1971,-256,-5449,4408,-572,-12184,3982447,447207,64464,4408,-572,-12184,447207,1413,25,16,25,-52,-44,16,-44,284685,
975,1929,-257,-5325,4314,-575,-11907,3983168,447208,64464,4314,-575,-11907,447208,1410,69,23,69,-319,-99,23,-99,284659,
976,1889,51,-5283,4224,116,-11814,3982972,447208,64464,4224,116,-11814,447208,1393,-6,50,-6,28,9,50,9,284634,
977,1689,295,-5306,3777,661,-11865,3983407,447207,64464,3777,661,-11865,447207,1381,75,-7,75,-147,52,-7,52,284677,
978,1973,300,-5382,4412,672,-12035,3983403,447207,64464,4412,672,-12035,447207,1397,-28,11,-28,-60,40,11,40,284702,
979,2062,335,-4173,4612,750,-9332,3981976,447204,64464,4612,750,-9332,447204,1409,-20,-39,-20,-12,-72,-39,-72,284472,
980,1893,-112,-5318,4234,-250,-11892,3983246,447208,64464,4234,-250,-11892,447208,1393,91,-9,91,-268,-22,-9,-22,284645,
981,1294,336,-5108,2893,753,-11422,3982239,447206,64464,2893,753,-11422,447206,1298,74,39,74,2,-24,39,-24,284676,
982,1768,11,-5217,3954,26,-11666,3982918,447208,64464,3954,26,-11666,447208,1379,-23,6,-23,-92,-21,6,-21,284709,
983,1392,624,-5057,3114,1395,-11309,3982241,447206,64448,3114,1395,-11309,447206,1330,133,45,133,-202,-73,45,-73,284687,
984,1894,39,-5261,4236,87,-11764,3982432,447208,64464,4236,87,-11764,447208,1347,45,36,45,17,-22,36,-22,284708,
985,1829,38,-5215,4090,85,-11661,3982722,447208,64464,4090,85,-11661,447208,1404,6,10,6,4,-10,10,-10,284713,
986,1902,118,-5147,4254,264,-11510,3982420,447208,64448,4254,264,-11510,447208,1416,-13,-14,-13,-52,-70,-14,-70,284645,
987,1844,-2,-5293,4124,-6,-11837,3982892,447208,64464,4124,-6,-11837,447208,1376,69,11,69,-86,-35,11,-35,284697,
988,1905,-276,-5393,4260,-618,-12061,3983454,447208,64448,4260,-618,-12061,447208,1401,66,27,66,-289,-133,27,-133,284660,
989,1102,-1680,-5206,2466,-3758,-11643,3980732,447198,64448,2466,-3758,-11643,447198,1367,-110,10,-110,-252,-16,10,-16,284709,
990,1836,-65,-5283,4106,-147,-11813,3982743,447208,64448,4106,-147,-11813,447208,1405,-8,-6,-8,11,19,-6,19,284683,
991,1954,213,-5146,4370,478,-11507,3982222,447208,64448,4370,478,-11507,447208,1335,-129,-94,-129,-172,-139,-94,-139,284584,
992,1854,-48,-5313,4146,-107,-11881,3981898,447207,64448,4146,-107,-11881,447207,1399,-20,-28,-20,26,-28,-28,-28,284659,
993,2067,425,-5580,4623,950,-12478,3983159,447207,64448,4623,950,-12478,447207,1393,-54,26,-54,-93,67,26,67,284654,
994,1953,118,-5034,4368,263,-11258,3983225,447207,64448,4368,263,-11258,447207,1406,-28,-15,-28,-16,-33,-15,-33,284631,
995,1883,-38,-5235,4211,-86,-11706,3982748,447208,64448,4211,-86,-11706,447208,1421,-1,-6,-1,-10,53,-6,53,284527,
996,2338,277,-5610,5229,621,-12545,3984154,447203,64448,5229,621,-12545,447203,1383,-23,27,-23,2,25,27,25,284637,
997,1503,-105,-5154,3361,-235,-11525,3983698,447206,64448,3361,-235,-11525,447206,1360,-17,21,-17,5,6,21,6,284694,
998,1839,-15,-5244,4113,-35,-11727,3982474,447208,64448,4113,-35,-11727,447208,1403,0,2,0,13,3,2,3,284707,
999,1756,223,-5097,3926,499,-11399,3981522,447207,64448,3926,499,-11399,447207,1411,17,14,17,-19,-23,14,-23,284689,
1000,1851,203,-5258,4139,456,-11758,3982989,447208,64448,4139,456,-11758,447208,1418,35,4,35,-203,-1,4,-1,284718,
